Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
7/4/14,Home,2014-07-04T00:00:00-07:00,2014-07-04T09:04:14-07:00,32654,37.403213609,-122.0854344467,Home,
7/4/14,Home,2014-07-04T09:15:00-07:00,2014-07-04T10:02:13-07:00,2833,37.403213609,-122.0854344467,Home,
7/4/14,Place in Fresno County,2014-07-04T11:56:48-07:00,2014-07-04T12:07:02-07:00,614,36.6373310316,-120.6265615875,,
7/4/14,Place in Pilot Travel Center #154,2014-07-04T13:21:10-07:00,2014-07-04T13:29:58-07:00,528,35.6158863865,-119.6587823971,,
7/4/14,Place in California,2014-07-04T13:49:27-07:00,2014-07-04T14:33:07-07:00,2620,35.3992292687,-119.3960832407,,
7/4/14,Place in Westwood Village,2014-07-04T16:14:36-07:00,2014-07-04T16:42:03-07:00,1647,34.0534193625,-118.4409008257,,
7/4/14,Place in Westwood Village,2014-07-04T17:02:49-07:00,2014-07-04T17:27:38-07:00,1489,34.0613341729,-118.4444486703,,
7/4/14,Place in Los Angeles County,2014-07-04T18:01:11-07:00,2014-07-04T18:15:11-07:00,840,34.017923976,-118.4934548023,,
7/4/14,Place in Santa Monica Promenade,2014-07-04T18:20:21-07:00,2014-07-04T18:45:04-07:00,1483,34.016351106,-118.4968539827,,
7/4/14,Place in Los Angeles County,2014-07-04T18:58:37-07:00,2014-07-04T19:02:55-07:00,258,34.0161268878,-118.4956437632,,
7/4/14,Place in Los Angeles County,2014-07-04T19:19:56-07:00,2014-07-04T19:31:02-07:00,666,34.0282099799,-118.4803627265,,
7/4/14,Place in Los Angeles County,2014-07-04T19:45:55-07:00,2014-07-04T21:20:21-07:00,5666,34.0398894241,-118.4295888486,,
7/4/14,Place in Los Angeles County,2014-07-04T22:27:19-07:00,2014-07-05T00:00:00-07:00,5561,34.1930824384,-118.571303669,,
